"","PROFILE_CODE","WEIGHT_PERCENT","UNCERTAINTY_PERCENT","SPECIES_NAME","SYMBOL","PROFILE_NAME","PROFILE_TYPE","TOTAL","REGION","CATEGORY_LEVEL_1_Generation_Mechanism","CATEGORY_LEVEL_2_Sector_Equipment","CATEGORY_LEVEL_3_.Fuel_Product"
"326304","95749",7.691554954,6.872674814,"Elemental carbon I","EC1","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326305","95749",2.338857398,1.643509368,"Pyrolyzed organic carbon","POC","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326307","95749",0.10781921,0.067674184,"Elemental carbon III","EC3","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326398","95750",0.080858143,0.03553353,"Potassium ion","K+","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326410","95750",14.98305931,16.86828031,"Organic carbon I","OC1","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326411","95750",1.339877346,0.601359721,"Elemental carbon II","EC2","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326435","95750",0.006603316,0.010166698,"Phosphorus","P","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326436","95750",0.309997154,0.276354543,"Potassium","K","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326438","95750",0.000267082,0.001940112,"Selenium","Se","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326439","95750",0.05649783,0.049927531,"Silicon","Si","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326441","95750",0.01576045,0.413108756,"Sodium","Na","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326443","95750",6.442532343,1.682517012,"Organic carbon III","OC3","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326444","95750",0.06364731,0.036646507,"Sulfur","S","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326445","95750",0.000658092,0.006218868,"Molybdenum","Mo","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326446","95750",0,0.015308743,"Tin","Sn","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326449","95750",7.60244e-05,0.02673884,"Vanadium","V","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326451","95750",0.022111733,0.024566585,"Zinc","Zn","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326452","95750",0.000816358,0.00339066,"Zirconium","Zr","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326453","95750",0.138044325,0.081644606,"Ammonium","NH4+","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326454","95750",0.003965759,0.01144743,"Sodium ion","Na+","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326455","95750",4.369125662,3.703504182,"Organic carbon II","OC2","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326456","95750",0.028981265,0.067395805,"Sulfate","SO4=","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326457","95750",0.001873691,0.002062507,"Copper","Cu","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326460","95750",0.016292142,0.066403442,"Aluminum","Al","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326462","95750",0.000475012,0.017235894,"Antimony","Sb","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326463","95750",0.000554735,0.004662231,"Arsenic","As","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326465","95750",0.002775926,0.008073967,"Cadmium","Cd","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326466","95750",0.071558021,0.06093887,"Calcium","Ca","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326467","95750",0.021269019,0.167890764,"Chloride ion","Cl-","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326469","95750",0.000351392,0.00181008,"Cobalt","Co","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326470","95750",0.000510689,0.001441342,"Nickel","Ni","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326475","95750",0.032264575,0.029067093,"Iron","Fe","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326477","95750",0.001049295,0.006648733,"Lead","Pb","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326478","95750",0.004484349,0.075735626,"Magnesium","Mg","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326479","95750",0.001381498,0.00263611,"Manganese","Mn","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326480","95750",0,0.003427682,"Mercury","Hg","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326481","95750",0.049916781,0.070592989,"Nitrate","NO3-","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326482","95750",5.30914e-05,0.006621876,"Chromium","Cr","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326505","95750",2.824560046,1.770853268,"Organic carbon IV","OC4","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326510","95750",1.184260869,0.479133645,"Pyrolyzed organic carbon","POC","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326512","95750",3.924638515,2.331337795,"Elemental carbon I","EC1","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326514","95750",0.109870404,0.076552451,"Elemental carbon III","EC3","Residential Wood Combustion - Fireplace-Juniper, Woodstove-Pine, Lake Tahoe Study Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Softwood"
"326607","95751",0.545983296,0.38634594,"Potassium ion","K+","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326618","95751",16.11122565,13.32023824,"Organic carbon I","OC1","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326619","95751",1.598159534,1.671632432,"Elemental carbon II","EC2","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326638","95751",0.406767348,0.204648052,"Sulfate","SO4=","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326639","95751",8.817759224,4.701130349,"Organic carbon II","OC2","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326643","95751",0.001721307,0.009291454,"Phosphorus","P","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326644","95751",0.868292854,0.513291648,"Potassium","K","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326646","95751",0.000130566,0.001511639,"Selenium","Se","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326647","95751",0.066624612,0.10989206,"Silicon","Si","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326649","95751",0.001639035,0.003274247,"Nickel","Ni","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326651","95751",0,0.004836141,"Molybdenum","Mo","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326652","95751",0.138479191,0.05629185,"Sulfur","S","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326654","95751",0.001425733,0.011951035,"Tin","Sn","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326657","95751",0.000395974,0.019502068,"Vanadium","V","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326659","95751",0.055738498,0.059544666,"Zinc","Zn","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326660","95751",0.000574491,0.002777756,"Zirconium","Zr","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326661","95751",0.171747475,0.102006095,"Ammonium","NH4+","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
"326662","95751",0.087434669,0.129469186,"Sodium ion","Na+","Residential Wood Combustion - Composite of fireplace burning oak and Woodstoves burning almond","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace; Woodstove","Oak; Almond"
